"item","description","series","facility","status","avail_for_sale","list_price","net_price","disc_price","product_style","product_type","catalog_description","catalog_material","finish_code","finish","item_height","item_width","item_length","item_depth","item_diameter","item_extension","package_height","package_width","package_length","weight","freight_only","not_ul_approved","energy_star","energy_saving","es_lamp_included","dark_sky","ul_type","amps","fan_watts","rpm","motor_size","motor_poles","motor_warranty","motor_lead_wire","motor_pull_switch_type","motor_reverse_switch_type","number_of_blades","sweep","blade_side_a_color","blade_side_b_color","arm_pitch","downrod_length1","downrod_length2","overall_fan_height","ceiling_to_lower_edge_of_blade","canopy_height","fan_housing_width","bulb_type","number_of_lights","light_watts","socket","diffuser_type","diffuser_material","diffuser_panels","shade_pattern","shade_color","diffuser_shape","multi_piece_count","multi_piece_height","multi_piece_width","multi_piece_length","multi_piece_depth","multi_piece_diameter","multi_piece_extension","phase_out","vendor_origin","master_pack","inner_pack","cartons_per_item","carb_required","lacey_required","fws_required","fda_required","carb_compliant","map_price","UPC"
"4525-286","OVATION STN OPAL BOWL -OB","Ovation","QRW","Active",358,276.75,92.25,92.25,"Transitional","Ceiling Fan","","","OB","Oiled Bronze ",.00,.00,.00,.00,.00,.00,11.25,13.00,23.25,18.20,"N","N","N","N","N","N","Dry",".56/.41/.26","66/38/14","165/124/72","153x13","14","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Oiled Bronze                    ","Weathered Oak                   ",12.00,4.00,.00,17.25,10.25,.00,11.02,"LED","2","9","Medium","","",,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",184.50,"190808150653"
"501-2-280","LADIN 2LT VANITY - AGB","Ladin","QRW","Active",69,237.75,79.25,79.25,"Transitional","Vanity","","","AGB","Aged Brass w/ Clear Fluted Glass",9.50,14.00,.00,.00,.00,6.00,12.00,9.00,16.00,3.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",158.50,"190808150806"
"5011-2-65","RICHMOND 2LT VANITY - STN","Richmond","QRW","Active",101,154.50,51.50,51.50,"Transitional","Vanity","","","STN","Satin Nickel ",10.50,12.50,.00,.00,.00,7.00,13.75,8.50,14.25,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",103.00,"190808084736"
"5016-4-14","4LT VANITY STRIP/CH","","QRW","Active",460,47.25,15.75,15.75,"","Vanity","","","CH","Chrome ",4.50,24.00,.00,,.00,2.00,4.75,2.50,26.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","","",0,"","","",0,,,,,,,"N","China",12,1,1,"N         ","N         ","N         ","N         ","N         ",31.50,"190808065421"
"5027-2-65","JARDIN 2LT VANITY - STN","Jardin","QRW","Active",143,118.50,39.50,39.50,"Transitional","Vanity","","","STN","Satin Nickel ",9.75,14.50,.00,.00,.00,5.75,13.75,8.75,17.25,6.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",79.00,"190808102690"
"503-4-86","JULIAN 4LT VANITY - OB","Julian","QRW","Active",0,894.00,298.00,298.00,"Transitional","Vanity","","","OB","Oiled Bronze ",10.00,29.00,.00,.00,.00,5.00,8.25,19.00,33.00,17.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Mercury","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",596.00,"190808064271"
"5049-6-69","6LT STEPPED VANITY - TXB ","","QRW","Active",15,84.75,28.25,28.25,"Traditional","Vanity","","","TXB","Textured Black ",4.50,36.00,.00,.00,.00,2.00,37.50,2.75,5.25,3.70,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","6","100","Medium","","",0,"","","",0,,,,,,,"N","China",6,1,1,"N         ","N         ","N         ","N         ","N         ",56.50,"190808118714"
"5059-3-62","ENCLAVE 3LT VANITY - PN","Enclave","QRW","Active",41,186.75,62.25,62.25,"Transitional","Vanity","","","PN","Polished Nickel ",8.50,19.25,.00,.00,.00,7.00,8.50,19.50,11.75,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",124.50,"190808083982"
"5060-3-180","REYES 3LT VANITY - AGB","Reyes","QRW","Active",0,234.75,78.25,78.25,"Transitional","Vanity","","","AGB","Aged Brass ",8.00,24.75,.00,.00,.00,7.75,8.00,8.75,30.00,8.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",156.50,"190808079541"
"5069-4-286","BARKLEY CLR/SD VNTY - OB","Barkley","QRW","Active",117,261.00,87.00,87.00,"Transitional","Vanity","","","OB","Oiled Bronze w/ Clear/Seeded",9.75,29.00,.00,.00,.00,6.25,13.75,8.75,34.00,12.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",174.00,"190808126641"
"5076-3-69","MODUS 3LT VANITY - TXB   ","Modus","QRW","Active",155,213.75,71.25,71.25,"Modern and Contemporary","Vanity","","","TXB","Textured Black ",8.25,19.75,.00,.00,.00,6.25,10.25,5.75,23.00,6.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","","Glass",0,"","SATIN OPAL","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",142.50,"190808118745"
"508-4-65","4LT CLR/SEEDED VNTY - STN","","QRW","Active",69,466.50,155.50,155.50,"Transitional","Vanity","","","STN","Satin Nickel ",10.50,30.25,.00,.00,.00,8.00,10.50,10.00,32.00,8.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",311.00,"190808104076"
"5094-4-195","4LT VNTY W/ FAUX ALAB -OW","","QRW","Active",70,132.00,44.00,44.00,"Traditional","Vanity","","","OW","Old World ",8.00,30.00,.00,,.00,7.75,34.00,8.50,9.50,9.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",88.00,"190808044815"
"5094-6-144","6LT VNTY W/ FAUX ALAB -TS","","QRW","Active",47,185.25,61.75,61.75,"Traditional","Vanity","","","TS","Toasted Sienna ",8.00,48.00,.00,,.00,7.75,8.75,51.50,9.50,14.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","6","100","Medium","Faux Alabaster","Glass",0,"","Faux Alabaster","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",123.50,"190808064561"
"5104-3-86","3LT STN OPAL VANITY - OB","","QRW","Active",44,178.50,59.50,59.50,"Transitional","Vanity","","","OB","Oiled Bronze ",8.38,24.00,.00,.00,.00,7.00,7.25,6.75,26.75,8.45,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","",0,"","","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",119.00,"190808079121"
"511-3-69","3LT CLR/FLUTED VNTY -TXB ","","QRW","Active",3,327.75,109.25,109.25,"","Vanity","","","TXB","Textured Black w/ Aged Brass",12.00,23.00,.00,.00,.00,6.75,11.25,8.00,25.50,5.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","60","Medium","","Glass",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",218.50,"190808140296"
"5111-3-59","STEINWAY 3LT VANITY - MB","Steinway","QRW","Active",35,264.00,88.00,88.00,"Soft Contemporary","Vanity","","","MB","Matte Black ",8.75,20.00,.00,.00,.00,6.25,11.00,9.00,23.00,7.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear Hammered","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",176.00,"190808153883"
"512-1-80","SHERIDAN 1LT WL MT - AGB","Sheridan","QRW","Active",87,130.50,43.50,43.50,"Soft Contemporary","Wall Mount","","","AGB","Aged Brass ",17.88,4.50,.00,.00,.00,4.00,21.00,7.00,7.00,2.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"T10","1","60","Medium","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",87.00,"190808150929"
"5122-2-65","ROSSINGTON 2LT VNTY - STN","Rossington","QRW","Active",0,142.50,47.50,47.50,"Transitional","Vanity","","","STN","Satin Nickel ",9.00,16.13,.00,,.00,6.00,9.50,7.00,18.25,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin Opal","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",95.00,"190808044969"
"5143-2-69","2LT CORNER BRKT VNTY -TXB","","QRW","Active",65,258.75,86.25,86.25,"","Vanity","","","TXB","Textured Black w/ Driftwood finish",8.00,15.00,.00,.00,.00,5.50,10.00,8.00,18.00,5.17,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","60","Medium","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",172.50,"190808143921"
"5154-3-186","BRYANT 3LT OPAL VNTY - OB","Bryant","QRW","Active",96,186.00,62.00,62.00,"Traditional","Vanity","","","OB","Oiled Bronze w/ Satin Opal",11.25,23.25,.00,.00,.00,7.50,11.25,9.75,25.00,11.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",124.00,"190808043986"
"5163-1-65","CITADEL 1LT WALL MT - STN","Citadel","QRW","Active",49,147.00,49.00,49.00,"Modern and Contemporary","Wall Mount","","","STN","Satin Nickel ",11.25,8.00,.00,.00,.00,4.50,7.00,10.00,13.25,2.20,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","1","60","Candelabra","","Glass",0,"","Clear","",0,,,,,,,"Y","China",4,1,1,"","","","","N         ",98.00,"190808125439"
"518-4-86","4LT CL/SEED CONE VNTY -OB","","QRW","Active",40,378.00,126.00,126.00,"Transitional","Vanity","","","OB","Oiled Bronze ",7.00,29.50,.00,.00,.00,6.75,9.75,32.50,11.25,10.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",252.00,"190808117656"
"5184-4-69","STADIUM 4LT VANITY - TXB ","Stadium","QRW","Active",0,565.50,188.50,188.50,"Soft Contemporary","Vanity","","","TXB","Textured Black ",8.25,32.50,.00,.00,.00,7.00,9.00,10.00,34.75,10.19,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",377.00,"190808144485"
"5201-1-80","1LT FLUTED WALL MT - AGB","","QRW","Active",38,144.00,48.00,48.00,"Transitional","Wall Mount","","","AGB","Aged Brass ",9.50,4.50,.00,.00,.00,5.00,9.10,10.00,8.00,4.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","1","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",96.00,"190808136398"
"5207-3-80","LANCASTER 3LT VANITY -AGB","Lancaster","QRW","Active",0,318.00,106.00,106.00,"Transitional","Vanity","","","AGB","Aged Brass ",9.50,20.00,.00,.00,.00,6.00,11.00,8.00,23.00,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",212.00,"190808082237"
"5212-2-69","OMNI 2LT VANITY - TXB    ","Omni","QRW","Active",17,279.75,93.25,93.25,"Industrial","Vanity","","","TXB","Textured Black ",10.50,14.50,.00,.00,.00,8.00,10.50,10.00,17.00,3.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",186.50,"190808124791"
"5250808121","SW TYPE 1-52 SEMISQ      ","","QRW","Active",15,24.90,8.30,8.30,"All","Fan Blades","","","SW","Studio White Studio White",.00,.00,52.00,,.00,.00,.00,.00,.00,3.20,"N","Y","N","N","N","N","","","","","","","",.00,"","",5,"52                              ","Studio White                    ","Studio White                    ",.00,.00,.00,.00,.00,.00,.00,"","","","","","",0,"","","",0,,,,,,,"N","China",16,1,1,"N         ","N         ","N         ","N         ","N         ",16.60,"190808034335"
"5254141164","WTHRD OAK TYPE 4-52 SCLPD","","QRW","Active",20,66.00,22.00,22.00,"All","Fan Blades","","","","Weathered Oak",.00,.00,.00,.00,.00,.00,.00,.00,.00,3.40,"N","N","N","N","N","N","Dry","","","","","","",.00,"","",5,"52                              ","Weathered Oak                   ","Weathered Oak                   ",.00,.00,.00,.00,.00,.00,.00,"","","","","","",,"","","",0,,,,,,,"N","China",16,1,1,"N         ","N         ","N         ","N         ","N         ",44.00,"190808075406"
"5255024111","MD OK/WNT TYPE 1-52 POINT","","QRW","Active",36,23.10,7.70,7.70,"All","Fan Blades","","","","Medium Oak / Walnut",.00,.00,52.00,,.00,.00,.00,.00,.00,3.00,"N","Y","N","N","N","N","","","","","","","",.00,"","",5,"52                              ","Medium Oak                      ","Walnut                          ",.00,.00,.00,.00,.00,.00,.00,""," ","","","","",,"","","",0,,,,,,,"N","China",16,1,1,"N         ","N         ","N         ","N         ","N         ",15.40,"190808044785"
"5255650111","DK/MD OAK TYPE 1-52 POINT","","QRW","Active",48,23.10,7.70,7.70,"All","Fan Blades","","","","Dark Oak / Medium Oak",.00,.00,52.00,,.00,.00,.00,.00,.00,2.90,"N","Y","N","N","N","N","","","","","N/A","0","",.00,"","",5,"52                              ","Dark Oak                        ","Medium Oak                      ",.00,.00,.00,.00,.00,.00,.00,""," ","","","","",,"","","",0,,,,,,,"N","China",16,1,1,"N         ","N         ","N         ","N         ","N         ",15.40,"190808064103"
"5256524111","STN/WLNT TYPE 1-52 POINT ","","QRW","Active",8102,25.80,8.60,8.60,"All","Fan Blades","","","","Satin Nickel / Walnut",.00,.00,.00,.00,.00,.00,.00,.00,.00,2.90,"N","N","N","N","N","N","","","","","","","",,"","",5,"52                              ","Satin Nickel                    ","Walnut                          ",.00,,,,,,,"","","","","","",,"","","",0,,,,,,,"N","China",16,1,1,"","","","","N         ",17.20,"190808146120"
"531-2-65","LACY 2LT WALL MT - STN","Lacy","QRW","Active",27,179.25,59.75,59.75,"Soft Contemporary","Wall Mount","","","STN","Satin Nickel ",13.88,10.00,.00,.00,.00,3.50,5.50,12.00,16.00,2.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","60","Candelabra","","",0,"","","",0,,,,,,,"Y","China",1,1,1,"N         ","N         ","N         ","N         ","N         ",119.50,"190808136008"
"5317-1-80","VOL·N 1LT WALL MT - AGB","Vol·n","QRW","Active",48,152.25,50.75,50.75,"","Wall Mount","","","AGB","Aged Brass ",15.25,6.00,.00,.00,.00,6.75,9.00,9.00,16.25,2.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",101.50,"190808144584"
"5364-4-65","ELLIS 4LT VANITY - STN","Ellis","QRW","Active",31,460.50,153.50,153.50,"Industrial ","Vanity","","","STN","Satin Nickel ",8.50,26.25,.00,.00,.00,7.50,11.00,9.00,28.25,10.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",307.00,"190808081087"
"5369-3-280","3LT CLR/SD CYLINDER - AGB","","QRW","Active",14,442.50,147.50,147.50,"Soft Contemporary","Vanity","","","AGB","Aged Brass w/ Clear/Seeded",7.75,24.00,.00,.00,.00,6.00,7.50,14.75,26.75,10.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",2,1,0,"N         ","N         ","N         ","N         ","N         ",295.00,"190808135223"
"5374-1-65","TRIBUTE 1LT WL MNT - STN","Tribute","QRW","Active",0,162.00,54.00,54.00,"Transitional","Wall Mount","","","STN","Satin Nickel ",15.50,5.00,.00,.00,.00,6.00,8.50,7.25,17.50,4.41,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",108.00,"190808175274"
"5386-4-70","ALAMEDA 4LT VANITY - PW","Alameda","QRW","Active",16,498.00,166.00,166.00,"Traditional","Vanity","","","PW","Persian White ",10.00,36.00,.00,.00,.00,8.50,9.25,9.75,38.50,9.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",332.00,"190808042989"
"539-4-65","4LT GLOBE VANITY - STN","","QRW","Active",21,404.25,134.75,134.75,"Modern and Contemporary","Vanity","","","STN","Satin Nickel ",6.00,29.75,.00,.00,.00,7.75,9.00,10.25,36.75,10.30,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","60","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",2,1,1,"N         ","N         ","N         ","N         ","N         ",269.50,"190808105059"
"5403-3-165","3LT WALL MNT W/ 2532 -STN","","QRW","Active",316,80.25,26.75,26.75,"Traditional","Wall Mount","","","STN","Satin Nickel ",7.75,14.50,.00,,.00,7.00,10.00,8.50,11.75,5.33,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","","Glass",0,"","Satin","",0,,,,,,,"N","China",6,1,1,"N         ","N         ","N         ","N         ","N         ",53.50,"190808044471"
"5407-1-65","LANCASTER 1LT WL MT - STN","Lancaster","QRW","Active",0,118.50,39.50,39.50,"Transitional","Wall Mount","","","STN","Satin Nickel ",9.50,5.00,.00,.00,.00,6.00,8.00,8.00,10.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",4,1,1,"","","","","N         ",79.00,"190808081971"
"5412-65","OMNI LG INDUSTRIAL - STN","Omni","QRW","Active",26,255.00,85.00,85.00,"Industrial","Wall Mount","","","STN","Satin Nickel ",15.00,12.00,.00,.00,.00,20.50,9.50,15.00,15.00,3.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","",0,"","","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",170.00,"190808124715"
"5476-1-65","MODUS 1LT WALL MT - STN  ","Modus","QRW","Active",226,78.75,26.25,26.25,"Modern and Contemporary","Wall Mount","","","STN","Satin Nickel ",8.25,4.75,.00,,.00,6.25,8.00,5.50,10.75,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","1","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",6,1,1,"N         ","N         ","N         ","N         ","N         ",52.50,"190808041562"
"5522-1-80","ROSSINGTON 1LT WL MT -AGB","Rossington","QRW","Active",24,78.75,26.25,26.25,"Transitional","Wall Mount","","","AGB","Aged Brass ",12.50,5.00,.00,.00,.00,6.25,7.75,7.00,17.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",52.50,"190808082831"
"553-1-86","JULIAN 1LT WALL MT - OB","Julian","QRW","Active",84,225.00,75.00,75.00,"Transitional","Wall Mount","","","OB","Oiled Bronze ",14.75,6.00,.00,.00,.00,5.25,9.00,16.75,9.00,4.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Mercury","",0,,,,,,,"N","China",4,1,1,"","","","","N         ",150.00,"190808041265"
"5560-1-64","REYES 1LT WALL MT - CLN","Reyes","QRW","Active",126,75.00,25.00,25.00,"Transitional","Wall Mount","","","CLN","Classic Nickel ",10.25,5.25,.00,.00,.00,7.25,9.25,7.50,8.25,2.70,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",50.00,"190808040831"
"5569-1-286","BARKLEY CLR/SD WLMT - OB","Barkley","QRW","Active",103,69.00,23.00,23.00,"Transitional","Wall Mount","","","OB","Oiled Bronze w/ Clear/Seeded",9.75,5.75,.00,.00,.00,6.25,15.75,8.75,8.75,2.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",46.00,"190808127495"
"5654141033","WO TYPE 3-56 APEX OD","Apex Patio","QRW","Active",0,99.75,33.25,33.25,"All","Fan Blades","","","","Weathered Oak",.00,.00,.00,.00,.00,.00,2.50,7.25,24.00,.00,"N","N","N","N","N","N","Wet","","","","","","",.00,"","",5,"56                              ","Weathered Oak                   ","Weathered Oak                   ",.00,,,,,,,"","","","","","",,"","","",0,,,,,,,"N","China",10,1,1,"N         ","N         ","N         ","N         ","N         ",66.50,"190808154118"
"586-4-86","4LT BANDED DOME VNTY- OB","","QRW","Active",42,642.00,214.00,214.00,"Transitional","Vanity","","","OB","Oiled Bronze ",10.00,32.50,.00,.00,.00,8.50,11.00,11.00,33.50,12.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",428.00,"190808104335"
"6-1292","12"" DOWNROD - AS         ","","QRW","Active",35,15.30,5.10,5.10,"Traditional","Downrod","","","AS","Antique Silver ",.00,.75,12.00,,.00,.00,.75,.75,13.00,.68,"N","Y","N","N","N","N","Dry","","","","","","",.00,"","",0,"0                               ","                                ","                                ",.00,.00,.00,.00,.00,.00,.00,""," ","","","","",,"","","",0,,,,,,,"N","China",10,1,1,"N         ","N         ","N         ","N         ","N         ",10.20,"190808063823"
"6-184","18"" DOWNROD - AB         ","","QRW","Active",41,17.40,5.80,5.80,"Traditional","Downrod","","","AB","Antique Brass ",.00,.75,18.00,,.00,.00,.75,.75,19.00,1.10,"N","Y","N","N","N","N","Dry","","","","","","",.00,"","",0,"0                               ","                                ","                                ",.00,.00,.00,.00,.00,.00,.00,""," ","","","","",,"","","",0,,,,,,,"N","China",10,1,1,"N         ","N         ","N         ","N         ","N         ",11.60,"190808041036"
"6-1880","18"" DOWNROD - AGB","","QRW","Active",0,21.90,7.30,7.30,"Traditional","Downrod","","","AGB","Aged Brass ",.00,.75,18.00,.00,.00,.00,.75,.75,19.00,1.10,"N","N","N","N","N","N","","","","","","","",.00,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","","","","","",0,"","","",0,,,,,,,"N","China",10,1,1,"N         ","N         ","N         ","N         ","N         ",14.60,"190808081629"
"6-2495","24"" DOWNROD - OW         ","","QRW","Active",84,27.60,9.20,9.20,"","Downrod","","","OW","Old World ",.00,.75,24.00,,.00,.00,.75,.75,24.00,1.40,"N","Y","N","N","N","N","Dry","","","","","","",.00,"","",0,"0                               ","                                ","                                ",.00,.00,.00,.00,.00,.00,.00,""," ","","","","",,"","","",0,,,,,,,"N","China",10,1,1,"N         ","N         ","N         ","N         ","N         ",18.40,"190808041463"
"6-3644","36"" DOWNROD - TS         ","","QRW","Active",31,39.00,13.00,13.00,"","Downrod","","","TS","Toasted Sienna ",.00,.75,36.00,,.00,.00,.75,.75,37.00,2.10,"N","Y","N","N","N","N","Dry","","","","","","",.00,"","",0,"0                               ","                                ","                                ",.00,.00,.00,.00,.00,.00,.00,""," ","","","","",,"","","",0,,,,,,,"N","China",10,1,1,"N         ","N         ","N         ","N         ","N         ",26.00,"190808041920"
